Id_,EN,FR,IT,DE,ES,JA,PT,RU,ZH_CN,ZH_TW,ZH_HK,KO,AR,NL,TR,ID,TH,VI,EN_GB,FA,PL,SV,HI
SaudiArabianA_AlHilalSFC,Riyadh Moon,Lune de Riyadh,Luna di Riyadh,Riyadh-Mond,Luna de Riyadh,リヤドムーン,Lua de Riyadh,Луна Рияда,利雅得月亮,利雅得月亮,利雅得月亮,리야드 달,الرياض مون,Riyadh Maan,Riyadh Ayı,Bulan Riyadh,จันทร์ริยาด,Mặt trăng Riyadh,,,Riyadh,,
SaudiArabianLeagueA_Al-AhliSaudiFC,Jeddah ,Jeddah,Jeddah,Dschidda,Yeda,ジッダ,Jidá,Джидда,吉达,吉達,吉達,제다,جدة,Djedda,Cidde,Jeddah,เจดดาห์,Jeddah,,,Dżudda,,
SaudiArabianLeagueA_Al Shabab,Riyadh Youth,Jeunesse de Riyadh,Giovani di Riyadh,Riyadh Jugend,Juventud de Riyadh,リヤドユース,Juventude de Riyadh,Молодежь Рияда,利雅得青年,利雅得青年,利雅得青年,리야드 유스,شباب الرياض,Riyadh Jeugd,Riyadh Gençlik,Pemuda Riyadh,วัยหนุ่มริยาด,Tuổi trẻ Riyadh,,,Riyadh Młodzież,,
SaudiArabianLeagueA_Al Taawon,Buraidah Yellow,Jaune de Buraidah,Giallo di Buraidah,Buraidah Gelb,Amarillo de Buraidah,ブライダイエロー,Amarelo de Buraidah,Бурайдах Желтый,布赖代黄,布賴代黃,布賴代黃,부라이다 노란,بريدة الأصفر,Buraidah Geel,Buraidah Sarı,Kuning Buraidah,สีเหลืองบราอิด,Vàng Buraidah,,,Buraidah Żółć,,
SaudiArabianLeagueA_Al-Fateh,Al-Ahsa Blue,Bleu d'Al-Ahsa,Blu di Al-Ahsa,Al-Ahsa Blau,Azul de Al-Ahsa,アル・アハサ・ブルー,Azul de Al-Ahsa,Аль-Ахса Синий,阿尔阿哈萨蓝,阿爾阿哈薩藍,阿爾阿哈薩藍,알아하사 블루,الاحساء الأزرق,Al-Ahsa Blauw,Al-Ahsa Mavi,Biru Al-Ahsa,สีน้ำเงินอัลอห์สา,Xanh dương Al-Ahsa,,,Al-Ahsa Błękit,,
SaudiArabianLeagueA_Al-Ettifaq,Dammam White ,Dammam Blanc,Dammam Bianco,Dammam Weiß,Dammam Blanco,ダンマム・ホワイト,Branco de Dammam,Даммам Белый,达曼白,達曼白,達曼白,담맘 화이트,الدمام الأبيض,Dammam Wit,Dammam Beyaz,Dammam Putih,ทีมดัมแมมสีขาว,Dammam Trắng,,,Dammam Biel,,
SaudiArabianLeagueA_Damac,Al Majma'ah Red,Al Majma'ah Rouge,Al Majma'ah Rosso,Al Majma'ah Rot,Al Majma'ah Rojo,アル・マジュマア・レッド,Vermelho de Al Majma'ah,Аль Маджма'а Красный,马吉马赫红,馬吉馬赫紅,馬吉馬赫紅,알 마지마 레드,المجمعة الأحمر,Al Majma'ah Rood,Al Majma'ah Kırmızı,Merah Al Majma'ah,ทีมอัลมัจมาห์สีแดง,Al Majma'ah Đỏ,,,Al Majma'ah Czerwień,,
SaudiArabianLeagueA_Al Raed,Buraidah Ace,Buraidah Ace,Buraidah Ace,Buraidah Ace,Buraidah Ace,ブライダ エース,Buraidah Ace,Бурайда Айс,布赖代王牌,布賴代王牌,布賴代王牌,부라이다 에이스,بريدة الصاعدة,Buraidah Ace,Buraidah Ace,Buraidah Ace,เบอร์ราอิดา เอซ,Buraidah Ace,,,Buraidah Ace,,
SaudiArabianLeagueA_Al Tai,Ha'il Black,Ha'il Noir,Ha'il Nero,Ha'il Schwarz,Ha'il Negro,ハイル・ブラック,Preto de Ha'il,Хайль Черный,海伊勒黑,海伊勒黑,海伊勒黑,하일 블랙,هيل الأسود,Ha'il Zwart,Ha'il Siyah,Hitam Ha'il,ทีมไฮยิลสีดำ,Ha'il Đen,,,Ha'il Czerń,,
SaudiArabianLeagueA_Al Feiha,Al Majma'ah Yellow,Al Majma'ah Jaune,Al Majma'ah Giallo,Al Majma'ah Gelb,Al Majma'ah Amarillo,アル・マジュマア・イエロー,Amarelo de Al Majma'ah,Аль-Маджма'а Желтый,阿尔阿哈萨黄,阿爾阿哈薩黃,阿爾阿哈薩黃,알 마지마 옐로우,المجمعة الأصفر,Al Majma'ah Geel,Al Majma'ah Sarı,Kuning Al Majma'ah,ทีมอัลมัจมาห์สีเหลือง,Al Majma'ah Vàng,,,Al Majma'ah Żółć,,
SaudiArabianLeagueA_Abha,Abha Blue,Abha Bleu,Abha Blu,Abha Blau,Abha Azul,アブハ・ブルー,Azul de Abha,Абха Синий,阿卜哈蓝,阿布哈藍,阿布哈藍,아브하 블루,أبها الأزرق,Abha Blauw,Abha Mavi,Biru Abha,ทีมอาบาฮาสีน้ำเงิน,Abha Xanh dương,,,Abha Błękit,,
SaudiArabianLeagueA_Al Wahda,Mecca Yellow,Mecque Jaune,Mecca Giallo,Mecca Gelb,Mecca Amarillo,メッカ・イエロー,Amarelo de Mecca,Мекка Желтый,麦加黄,麥加黃,麥加黃,메카 옐로우,مكة الأصفر,Mecca Geel,Mecca Sarı,Kuning Mecca,ทีมเมกกะสีเหลือง,Mecca Vàng,,,Mecca Żółć,,
SaudiArabianLeagueB_Al Khaleej,Saihat,Saihat,Saihat,Saihat,Saihat,サイハト,Saihat,Сайхат,赛哈特,賽哈特,賽哈特,사이하트,سيهات,Saihat,Saihat,Saihat,ไซฮัต,Saihat,,,Saihat,,
SaudiArabianLeagueA_Al Adalah,Al-Ahsa Black,Al-Ahsa Noir,Al-Ahsa Nero,Al-Ahsa Schwarz,Al-Ahsa Negro,アル・アハサ・ブラック,Preto de Al-Ahsa,Аль-Ахса Черный,阿尔阿哈萨黑,阿爾阿哈薩黑,阿爾阿哈薩黑,알 아하사 블랙,الأحساء الأسود,Al-Ahsa Zwart,Al-Ahsa Siyah,Hitam Al-Ahsa,ทีมอัลอห์สาสีดำ,Al-Ahsa Đen,,,Al-Ahsa Czerń,,
SaudiArabianLeagueA_Al Batin,al-Batin,al-Batin,al-Batin,al-Batin,al-Batin,アル・バティン,al-Batin,Аль-Батин,巴廷,巴廷,巴廷,알 바틴,الباطن,al-Batin,al-Batin,al-Batin,อัลบาติน,al-Batin,,,al-Batin,,
SaudiArabianLeagueB_Al Hazem,Buraidah,Buraidah,Buraidah,Buraidah,Buraidah,ブライダ,Buraidah,Бурайда,布赖代,布賴代,布賴代,부라이다부라이다,بريدة,Buraidah,Buraidah,Buraidah,บรไอดาห์,Buraidah,,,Buraidah,,
SaudiArabianLeagueB_Al-Faisaly,Harmah,Harmah,Harmah,Harmah,Harmah,ハルマ,Harmah,Харма,哈尔马,哈爾馬,哈爾馬,하르마,حرمة,Harmah,Harmah,Harmah,ฮาร์มะ,Harmah,,,Harmah,,
SaudiArabianLeagueB_Ohod Club,Medina Oh,Médine Oh,Medina Oh,Medina Oh,Medina Oh,メディナ・オー,Medina Oh,Медина Ох,麦地那oh,麥地那oh,麥地那oh,메디나 오,المدينة الموحد,Medina Oh,Medina Oh,Medina Oh,เมดีนา โอ,Medina Oh,,,Medina Oh,,
SaudiArabianLeagueB_Al Akhdood,Najran Akh,Najran Akh,Najran Akh,Najran Akh,Najran Akh,ナジュラン・アフ,Najran Akh,Наджран Ах,纳吉兰Akh,納吉蘭Akh,納吉蘭Akh,나지란 아흐,نجران آخ,Najran Akh,Najran Akh,Najran Akh,นัจราน อค,Najran Akh,,,Najran Akh,,
SaudiArabianLeagueB_Al Riyadh,Riyadh FC,Riyadh FC,Riyadh FC,Riyadh FC,Riyadh FC,リヤド FC,Riyadh FC,Рияд FC,利雅得足球,利雅得足球,利雅得足球,리야드 FC,نادي الرياض,Riyadh FC,Riyadh FC,Riyadh FC,สโมสรรัยยาด,Riyadh FC,,,Riyadh FC,,
SaudiArabianLeagueB_AL Ahli,Jeddah White,Jeddah Blanc,Jeddah Bianco,Jeddah Weiß,Jeddah Blanco,ジェッダ・ホワイト,Branco de Jeddah,Джедда Белый,吉达白,吉達白,吉達白,제다 화이트,جدة الأبيض,Jeddah Wit,Jeddah Beyaz,Putih Jeddah,ทีมเจดดะสีขาว,Jeddah Trắng,,,Jeddah Biel,,
SaudiArabianLeagueB_Hajer,Al-Hasa,Al-Hasa,Al-Hasa,Al-Hasa,Al-Hasa,アル・ハサ,Al-Hasa,Аль-Хаса,哈萨,哈薩,哈薩,알 하사,الأحساء,Al-Hasa,Al-Hasa,Al-Hasa,อัลฮัสอ,Al-Hasa,,,Al-Hasa,,
SaudiArabianLeagueB_AL Arabi,Unaizah,Unaizah,Unaizah,Unaizah,Unaizah,ウナイザ,Unaizah,Унаиза,乌纳伊扎,烏納伊扎,烏納伊扎,우나이자,عنيزة,Unaizah,Unaizah,Unaizah,อุไนซาห์,Unaizah,,,Unaizah,,
SaudiArabianLeagueB_Al-Jabalain,Ha'il,Ha'il,Ha'il,Ha'il,Ha'il,ハイル,Ha'il,Хайль,海伊勒,海伊勒,海伊勒,하일,حائل,Ha'il,Ha'il,Ha'il,ไฮล,Ha'il,,,Ha'il,,
SaudiArabianLeagueC_Al-Qadisiyah,Khobar,Khobar,Khobar,Khobar,Khobar,コバール,Khobar,Хобар,卡尔巴尔,卡爾巴爾,卡爾巴爾,코바르,الخبر,Khobar,Khobar,Khobar,โคบาร์,Khobar,,,Khobar,,
SaudiArabianLeagueC_Al Orobah,Sakakah,Sakakah,Sakakah,Sakakah,Sakakah,サカカ,Sakakah,Сакака,萨卡卡,薩卡卡,薩卡卡,사카카,سكاكا,Sakakah,Sakakah,Sakakah,ซากากา,Sakakah,,,Sakakah,,
SaudiArabianLeagueC_Al-Qaisumah,Qaisumah,Qaisumah,Qaisumah,Qaisumah,Qaisumah,カイスマ,Qaisumah,Кайсума,卡伊苏马,卡伊蘇馬,卡伊蘇馬,카이수마,القيصومة,Qaisumah,Qaisumah,Qaisumah,ไคซูมาห์,Qaisumah,,,Qaisumah,,
SaudiArabianLeagueC_Al Ain,Al Banah,Al Banah,Al Banah,Al Banah,Al Banah,アルバナ,Al Banah,Аль-Банах,阿尔巴纳,阿爾巴納,阿爾巴納,알바나,البنا,Al Banah,Al Banah,Al Banah,อัลบานาห์,Al Banah,,,Al Banah,,
SaudiArabianLeagueC_Jeddah Club,Jeddah FC,Jeddah FC,Jeddah FC,Jeddah FC,Jeddah FC,ジェッダ FC,Jeddah FC,Джидда FC,吉达足球,吉達足球,吉達足球,제다 FC,نادي جدة,Jeddah FC,Jeddah FC,Jeddah FC,สโมสรเจดดาห์,Jeddah FC,,,Jeddah FC,,
SaudiArabianLeagueC_Najran SC,Najran,Najran,Najran,Najran,Najran,ナジュラン,Najran,Наджран,纳季兰,納季蘭,納季蘭,나잔,نجران,Najran,Najran,Najran,นัจราน,Najran,,,Najran,,
SaudiArabianLeagueC_Al-Sahel SC,Qatif Sahel,Qatif Sahel,Qatif Sahel,Qatif Sahel,Qatif Sahel,カティフ・サヘル,Qatif Sahel,Катиф Сахель,卡蒂夫·萨赫勒,卡蒂夫·薩赫勒,卡蒂夫·薩赫勒,카티프 사헬,القطيف الساحل,Qatif Sahel,Qatif Sahel,Qatif Sahel,คะติฟ ซาเฮล,Qatif Sahel,,,Qatif Sahel,,
SaudiArabianLeagueC_Al Shoulla,Al-Kharj White,Al-Kharj Blanc,Al-Kharj Bianco,Al-Kharj Weiß,Al-Kharj Blanco,アル・ハルジ ホワイト,Al-Kharj Branco,Аль-Хардж Белый,阿尔哈尔白,阿爾哈爾白,阿爾哈爾白,알 하르지 화이트,الخرج الأبيض,Al-Kharj Wit,Al-Kharj Putih,Al-Kharj Beyaz,อัลคาร์จขาว,Al-Kharj Màu trắng,,,Al-Kharj Biały,,
CompName_ThailandLeagueC,Thailand League C,Ligue C de Thaïlande,Lega C della Thailandia,Thailandische Liga C,Liga C de Tailandia,タイランドリーグC,Liga C da Tailândia,Лига C Таиланда,泰国C联赛,泰國C聯賽,泰國C聯賽,태국 C 리그,الدوري التايلاندي ج,Thailandische Liga C,Tayland Ligi C,Liga C Thailand,ไทยลีก C,Giải vô địch bóng đá Thái Lan C,,,Liga Tajlandzka C,,
CompName_ThailandLeagueB,Thailand League B,Ligue B de Thaïlande,Lega B della Thailandia,Thailandische Liga B,Liga B de Tailandia,タイランドリーグB,Liga B da Tailândia,Лига B Таиланда,泰国B联赛,泰國B聯賽,泰國B聯賽,태국 B 리그,الدوري التايلاندي ب,Thailandische Liga B,Tayland Ligi B,Liga B Thailand,ไทยลีก B,Giải vô địch bóng đá Thái Lan B,,,Liga Tajlandzka B,,
CompName_ThailandLeagueA,Thailand Super League,Super Ligue Thailand,Serie Athailand,Thailand Super Liga,Superliga Tailandia,タイスーパーリーグ,Superliga Tailandia,Турецкая Суперлига,泰国A级联赛,泰國A級聯賽,泰國A級聯賽,태국 슈퍼리그,الدوري التايلاندي الممتاز,Thailand Super League,Tayland Süper Ligi,Liga Super Thailand,ไทยแลนด์ซุปเปอร์ลีก,Giải VĐQG Thái Lan,,,Liga Tajska,,
CompName_ThailandCup,Thailand Cup,Coupe de Thaïlande,Coppa di Thailandia,Thailand-Pokal,Copa de Tailandia,タイカップ,Copa da Tailândia,Кубок Таиланда,泰国杯,泰國盃,泰國盃,태국 컵,كأس تايلاند,Thailand Cup,Tayland Kupası,Piala Thailand,ถ้วยแห่งประเทศไทย,Cúp Thái Lan,,,Puchar Tajlandii,,
CompName_ThailandSuperCup,Thailand Super Cup,Coupe de la Super Thaïlande,Supercoppa dell'Thailandia,Thailand-Superpokal,Supercopa de Tailandia,タイランドスーパーカップ,Supertaça da Tailândia,Суперкубок Таиланда,泰国超级杯,泰國超級盃,泰國超級盃,태국 슈퍼 컵,كأس السوبر التايلاندي,Thailand Super Cup,Tayland Süper Kupa,Piala Super Thailand,ไทยแลนด์ซูเปอร์คัพ,Siêu cúp Thái Lan,,,Superpuchar Tajlandii,,
CompName_ThailandLeague,Thailand League,Ligue de Thaïlande,Lega Thailandese,Thailandische Liga,Liga de Tailandia,タイリーグ,Liga da Tailândia,Лига Таиланда,泰国联赛,泰國聯賽,泰國聯賽,태국 리그,الدوري التايلاندي,Thaise Liga,Tayland Ligi,Liga Thailand,ไทยลีก,Giải bóng đá Thái Lan,,,Liga Tajlandii,,
CompName_SaudiArabianLeague,Saudi Arabian League,Ligue saoudienne,Leghe saudite,Saudi-Arabische Liga,Liga Saudí,サウジアラビアリーグ,Liga Saudita,Саудовская лига,沙特阿拉伯联赛,沙烏地阿拉伯聯賽,沙烏地阿拉伯聯賽,사우디 아라비아 리그,الدوري السعودي,Saudi-Arabische Liga,Suudi Arabistan Ligi,Liga Arab Saudi,ลีกซาอุดีอาระเบีย,Giải vô địch bóng đá Ả Rập Saudi,,,Liga Arabska,,
SaudiArabianLeagueC_RedJeddah,Red Jeddah,Jeddah Rouge,Jeddah Rosso,Jeddah Rot,Jeddah Rojo,ジェッダ レッド,Jeddah Vermelho,Джедда Красный,吉达红,吉達紅,吉達紅,제다 레드,جدة الأحمر,Jeddah Rood,Jeddah Kırmızı,Jeddah Merah,เจดด้า แดง,Jeddah Màu đỏ,,,Jeddah Czerwień,,
SaudiArabianLeagueC_MeccaWhite,Mecca White,Mecque Blanc,Mecca Bianco,Mekka Weiß,La Meca Blanco,メッカ ホワイト,Meca Branco,Мекка Белый,麦加白,麥加白,麥加白,메카 화이트,مكة الأبيض,Mekka Wit,Mekke Beyaz,Mekkah Putih,เมกกา ขาว,Mecca Màu trắng,,,Mekka Biel,,
SaudiArabianLeagueC_NajranRed,Najran Red,Najran Rouge,Najran Rosso,Najran Rot,Najran Rojo,ナジュラン レッド,Najran Vermelho,Наджран Красный,纳季兰红,納基蘭紅,納基蘭紅,나즈란 레드,نجران الأحمر,Najran Rood,Necran Kırmızı,Najran Merah,นัจราน แดง,Najran Màu đỏ,,,Najran Czerwień,,
SaudiArabianLeagueC_QatifBlue,Qatif Blue,Qatif Bleu,Qatif Blu,Qatif Blau,Qatif Azul,カティフ ブルー,Qatif Azul,Катиф Синий,卡蒂夫蓝,卡蒂夫藍,卡蒂夫藍,카티프 블루,القطيف الأزرق,Qatif Blauw,Katif Mavi,Qatif Biru,คะติฟ สีน้ำเงิน,Qatif Màu xanh,,,Qatif Błękit,,
SaudiArabianLeagueC_SaihatBlue,Saihat Blue,Saihat Bleu,Saihat Blu,Saihat Blau,Saihat Azul,サイハット ブルー,Saihat Azul,Сайхат Синий,赛哈特蓝,賽哈特藍,賽哈特藍,사이하트 블루,السيهات الأزرق,Saihat Blauw,Saihat Mavi,Saihat Biru,ไซฮัต สีน้ำเงิน,Saihat Màu xanh,,,Saihat Błękit,,
SaudiArabianLeagueC_AbhaRed,Abha Red,Abha Rouge,Abha Rosso,Abha Rot,Abha Rojo,アブハ レッド,Abha Vermelho,Абха Красный,阿巴哈红,阿巴哈紅,阿巴哈紅,아바 레드,أبها الأحمر,Abha Rood,Abha Kırmızı,Abha Merah,อาบฮา สีแดง,Abha Màu đỏ,,,Abha Czerwień,,
SaudiArabianLeagueC_DammamBlue,Dammam Blue,Dammam Bleu,Dammam Blu,Dammam Blau,Dammam Azul,ダンマム ブルー,Dammam Azul,Даммам Синий,达曼蓝,達曼藍,達曼藍,담맘 블루,الدمام الأزرق,Dammam Blauw,Dammam Mavi,Dammam Biru,ดัมแมม สีน้ำเงิน,Dammam Màu xanh,,,Dammam Błękit,,
SaudiArabianLeagueC_BuraidahWhite,Buraidah White,Buraidah Blanc,Buraidah Bianco,Buraidah Weiß,Buraidah Blanco,ブライダ ホワイト,Buraidah Branco,Бурайда Белый,布赖代白,布萊代白,布萊代白,부라이다 화이트,بريدة الأبيض,Buraidah Wit,Buraidah Beyaz,Buraidah Putih,บราอิดา สีขาว,Buraidah Màu trắng,,,Buraidah Biel,,
ThailandLeagueA_PhraeRed,Phrae Red,Phrae Rouge,Phrae Rosso,Phrae Rot,Phrae Rojo,フレー レッド,Phrae Vermelho,Фре Красный,帕庙红,帕廟紅,帕廟紅,프래 레드,فراى ريد,Phrae Rood,Phrae Kırmızı,Phrae Merah,แพร่ สีแดง,Phrae Màu đỏ,,,Phrae Czerwień,,
ThailandLeagueA_RayongBlue,Rayong Blue,Rayong Bleu,Rayong Blu,Rayong Blau,Rayong Azul,ラヨーン ブルー,Rayong Azul,Районг Синий,拉勇蓝,拉永藍,拉永藍,라영 블루,رايونج بلو,Rayong Blauw,Rayong Mavi,Rayong Biru,ระยอง สีน้ำเงิน,Rayong Màu xanh,,,Rayong Błękit,,
ThailandLeagueA_BangkokWhite,Bangkok White,Bangkok Blanc,Bangkok Bianco,Bangkok Weiß,Bangkok Blanco,バンコク ホワイト,Bangkok Branco,Бангкок Белый,曼谷白,曼谷白,曼谷白,방콕 화이트,بانكوك وايت,Bangkok Wit,Bangkok Beyaz,Putih Bangkok,บางกอก สีขาว,Bangkok Màu trắng,,,Bangkok Biel,,
ThailandLeagueA_ChiangmaiRed,Chiangmai Red,Chiangmai Rouge,Chiangmai Rosso,Chiangmai Rot,Chiangmai Rojo,チェンマイ レッド,Chiangmai Vermelho,Чиангмай Красный,清迈红,清邁紅,清邁紅,치안마이 레드,شيانغماي ريد,Chiangmai Rood,Merah Chiangmai,Chiangmai Kırmızı,เชียงใหม่ สีแดง,Chiangmai Màu đỏ,,,Chiangmai Czerwień,,
ThailandLeagueA_KrabiBlue,Krabi Blue,Krabi Bleu,Krabi Blu,Krabi Blau,Krabi Azul,クラビ ブルー,Krabi Azul,Краби Синий,甲米蓝,甲米藍,甲米藍,크라비 블루,كرابي الأزرق,Krabi Blauw,Krabi Mavi,Biru Krabi,กระบี่ สีน้ำเงิน,Krabi Màu xanh,,,Krabi Błękit,,
ThailandLeagueA_TratBlue,Trat Blue,Trat Bleu,Trat Blu,Trat Blau,Trat Azul,トラート ブルー,Trat Azul,Трат Синий,特拉特蓝,特拉特藍,特拉特藍,트라트 블루,ترات بلو,Trat Blauw,Trat Mavi,Biru Trat,ตราด สีน้ำเงิน,Trat Màu xanh,,,Trat Błękit,,
ThailandLeagueA_ChatuchakRed,Chatuchak Red,Chatuchak Rouge,Chatuchak Rosso,Chatuchak Rot,Chatuchak Rojo,チャトチャック レッド,Chatuchak Vermelho,Чатучак Красный,查图查克红,查圖查克紅,查圖查克紅,차투착 레드,شاتوشاك ريد,Chatuchak Rood,Chatuchak Kırmızı,Merah Chatuchak,จตุจักร สีแดง,Chatuchak Màu đỏ,,,Chatuchak Czerwień,,
ThailandLeagueA_BuriramWhite,Buriram White,Buriram Blanc,Buriram Bianco,Buriram Weiß,Buriram Blanco,ブリラム ホワイト,Buriram Branco,Бурирам Белый,武里南白,武里南白,武里南白,부리람 화이트,بوريرام وايت,Buriram Wit,Buriram Beyaz,Putih Buriram,บุรีรัมย์ สีขาว,Buriram Màu trắng,,,Buriram Biel,,
CompName_PortugueseLeague,Portuguese League,ligue portugaise,Lega Portoghese,Portugiesische Liga,Liga Portuguesa,ポルトガルリーグ,LIGA PORTUGUESA,Португальская Лига,葡萄牙联赛,葡萄牙聯賽,葡萄牙聯賽,포르투갈 리그,الدوري البرتغالي,Portugese Competitie,Portekis ligi,Liga Portugal,ลีกโปรตุเกส,Giải VĐQG Bồ Đào Nha,,,Liga Portugalska,,
EventTitle,Champions challenge is finally here!,Le défi des champions est enfin là !,La sfida dei campioni è finalmente qui!,Die Champions Challenge ist endlich da!,¡El desafío de los campeones está por fin aquí!,チャンピオンズチャレンジはついにここにあります！,O desafio dos campeões finalmente chegou!,Чемпионский вызов наконец здесь!,冠军挑战终于来临！,冠軍挑戰終於來臨了！,冠軍挑戰終於來臨了！,챔피언스 챌린지가 드디어 여기에 있어요!,تحدي الأبطال هنا أخيرًا!,Kampioensuitdaging is eindelijk hier!,Şampiyonlar meydanı sonunda burada!,Tantangan Juara akhirnya ada di sini!,ท้าทายแชมเปี้ยนมาถึงแล้ว!,Thách thức vô địch đã đến cuối cùng!,,,Mistrzowie wyzwania są wreszcie tutaj!,,
EventBegin,"By taking on the reigning Champion team, you will not only get the opportunity to prove your skills but earn the rights to a player signing bonus.","En affrontant l'équipe championne en titre, vous aurez non seulement l'occasion de prouver vos compétences, mais aussi de gagner le droit à un bonus de recrutement de joueur.","Affrontando la squadra campione in carica, avrai non solo l'opportunità di dimostrare le tue capacità, ma anche il diritto a un bonus per la firma dei giocatori.","Indem du dich dem amtierenden Meisterteam stellst, erhältst du nicht nur die Möglichkeit, deine Fähigkeiten unter Beweis zu stellen, sondern auch das Recht auf einen Bonus für Spielerunterschriften.","Al enfrentar al equipo campeón reinante, no solo tendrás la oportunidad de demostrar tus habilidades, sino también ganar el derecho a un bono por fichaje de jugadores.",現役のチャンピオンチームに挑戦することで、自分のスキルを証明するだけでなく、選手の契約ボーナスの権利を得ることができます。,"Ao enfrentar a equipe campeã reinante, você não apenas terá a oportunidade de provar suas habilidades, mas também ganhará o direito a um bônus pela contratação de jogadores.","Вы принимаете вызов от команды, обладающей титулом чемпиона, и получаете возможность не только продемонстрировать свои навыки, но и получить право на бонус за подписание игрока.",通过挑战卫冕冠军队，您不仅有机会证明自己的技术，还能获得球员签约奖励的权益。,通過挑戰衛冕冠軍隊，您不僅有機會證明自己的技能，還能獲得球員簽約獎勵的權益。,通過挑戰衛冕冠軍隊，您不僅有機會證明自己的技能，還能獲得球員簽約獎勵的權益。,현역 챔피언 팀을 상대로 함으로써 당신은 당신의 기술을 입증할 수 있는 기회를 얻을 뿐만 아니라 선수 계약 보너스의 권리도 얻을 수 있습니다.,"عن طريق مواجهة فريق البطل الحالي ، لن تحصل فقط على فرصة إثبات مهاراتك ولكن أيضًا كسب حقوق مكافأة توقيع اللاعب.","Door het aangaan van het regerende Kampioensteam, krijg je niet alleen de kans om je vaardigheden te bewijzen, maar ook het recht op een bonus voor het aantrekken van spelers.","Geçerli Şampiyon takıma karşı oynayarak, sadece yeteneklerinizi kanıtlama fırsatı elde etmekle kalmaz, aynı zamanda bir oyuncu imzalama bonus hakkı kazanırsınız.","Dengan menghadapi tim Juara bertahan, Anda tidak hanya mendapatkan kesempatan untuk membuktikan keterampilan Anda tetapi juga mendapatkan hak bonus penandatanganan pemain.",โดยการเข้าร่วมทีมแชมเปี้ยนปัจจุบันคุณไม่เพียงแค่ได้รับโอกาสในการพิสูจน์ความสามารถของคุณ แต่ยังได้รับสิทธิ์ในการเซ็นสัญญาโบนัสสำหรับผู้เล่น,"Bằng cách đối đầu với đội vô địch, bạn không chỉ có cơ hội chứng minh kỹ năng của mình mà còn có quyền nhận thưởng ký hợp đồng cầu thủ.",,,"Przyjmując wyzwanie od aktualnego zespołu mistrzowskiego, nie tylko masz możliwość udowodnienia swoich umiejętności, ale również zyskujesz prawo do premii za podpisanie zawodnika.",,
EventFinish,"Now, go claim your reward in the career mode.","Maintenant, allez réclamer votre récompense en mode carrière.","Ora, vai a reclamare la tua ricompensa nella modalità carriera.",Jetzt hol dir deine Belohnung im Karrieremodus ab.,"Ahora, ve a reclamar tu recompensa en el modo carrera.",今、キャリアモードで報酬を請求してください。,"Agora, vá reivindicar sua recompensa no modo carreira.",Теперь заберите свою награду в карьерном режиме.,现在，在职业模式中领取你的奖励。,现在，去职业模式中领取您的奖励。,现在，去职业模式中领取您的奖励。,이제 경력 모드에서 보상을 청구하세요.,"الآن، اذهب واحصل على مكافآتك في وضع الحياة المهنية.","Nu, ga je beloning opeisen in de carrièremodus.","Şimdi, kariyer modunda ödülünü al.","Sekarang, pergilah klaim hadiah Anda dalam mode karier.",ตอนนี้ไปเรียกรับรางวัลของคุณในโหมดอาชีพ,"Bây giờ, hãy đến nhận phần thưởng của bạn trong chế độ nghề nghiệp.",,,Teraz odbierz swoją nagrodę w trybie kariery.,,
